Order_ID,Order_Date,Customer_ID,Customer_Name,Region,City,Category,Product,Quantity,Unit_Price,Discount,Payment_Method,Order_Status,Ship_Mode,Sales,Profit,Cost,Year
ORD103862,2024-08-04,CUST1728,Nathan Smith,North,Birmingham,Dairy,Each Bottle,6,11.01,0.07,Credit Card,Pending,Express,61.44,5.44,56.0,2024
ORD101561,2024-08-05,CUST1486,Jessica Mccormick,East,Manchester,Household,Manage Box,7,146.25,0.23,Mobile Payment,Cancelled,Standard,788.29,104.68,683.61,2024
ORD103875,2024-08-05,CUST1356,Joseph Alexander,West,Manchester,Snacks,Garden Bag,6,89.03,0.14,Cash,Pending,Standard,459.39,68.84,390.55,2024
ORD100069,2024-08-05,CUST1776,Jason Watson,West,Leeds,Beverages,You Box,1,38.02,0.2,Online Payment,Pending,Express,30.42,2.07,28.35,2024
ORD103232,2024-08-05,CUST1836,Brittany Freeman,East,London,Frozen Foods,Where Pack,6,25.01,0.17,Credit Card,Completed,Standard,124.55,8.86,115.69,2024
ORD101136,2024-08-05,CUST1128,Amber Thompson,South,Newcastle,Household,Arm Bag,3,89.93,0.18,Online Payment,Cancelled,Express,221.23,34.49,186.74,2024
ORD100129,2024-08-05,CUST1485,Madison May,South,Bristol,Produce,Behavior Pack,9,140.36,0.13,Mobile Payment,Completed,Express,1099.02,107.87,991.15,2024
ORD102266,2024-08-05,CUST1107,Nancy Barnett,North,Leeds,Frozen Foods,Chance Bag,9,72.45,0.15,Online Payment,Cancelled,Same-Day,554.24,113.5,440.74,2024
ORD100217,2024-08-05,CUST1497,Karla Sanchez,West,Manchester,Produce,Make Pack,4,89.84,0.09,Mobile Payment,Cancelled,Express,327.02,79.32,247.7,2024
ORD104312,2024-08-05,CUST1068,Casey King,North,Bristol,Snacks,Similar Bag,3,117.07,0.13,Credit Card,Completed,Express,305.55,73.01,232.54,2024
ORD103723,2024-08-05,CUST1431,Diana Bennett,East,London,Frozen Foods,Let Bottle,6,15.33,0.21,Cash,Completed,Express,72.66,16.76,55.9,2024
ORD102888,2024-08-05,CUST1486,Tony Aguirre,West,Glasgow,Frozen Foods,Politics Bag,2,7.86,0.07,Credit Card,Completed,Standard,14.62,3.32,11.3,2024
ORD103050,2024-08-05,CUST1043,Albert Cook,West,Sheffield,Snacks,Successful Bottle,4,62.05,0.02,Online Payment,Cancelled,Standard,243.24,47.4,195.84,2024
ORD102063,2024-08-05,CUST1290,Devin Gonzalez,West,Leeds,Household,Cover Bottle,4,97.94,0.21,Credit Card,Completed,Same-Day,309.49,54.15,255.34,2024
ORD100475,2024-08-05,CUST1890,Amanda Hernandez,West,London,Dairy,Feeling Pack,6,142.62,0.02,Online Payment,Cancelled,Standard,838.61,95.84,742.77,2024
ORD104768,2024-08-05,CUST1057,Cheryl Cameron,East,Liverpool,Bakery,College Pack,6,59.02,0.01,Credit Card,Cancelled,Standard,350.58,37.59,312.99,2024
ORD100858,2024-08-05,CUST1115,James Mitchell,North,Glasgow,Produce,Beyond Pack,5,33.99,0.19,Cash,Pending,Express,137.66,20.48,117.18,2024
ORD103107,2024-08-06,CUST1029,Lucas Gordon,East,Sheffield,Dairy,Position Bag,3,16.14,0.24,Mobile Payment,Completed,Standard,36.8,7.85,28.95,2024
ORD104341,2024-08-06,CUST1691,Anthony Martinez,West,Liverpool,Beverages,Peace Pack,5,68.75,0.01,Credit Card,Completed,Standard,340.31,68.39,271.92,2024
ORD103529,2024-08-06,CUST1649,John Miller,South,Bristol,Snacks,Forward Set,2,78.66,0.02,Online Payment,Completed,Same-Day,154.17,36.44,117.73,2024
ORD102692,2024-08-06,CUST1873,Anita Costa,East,Glasgow,Beverages,Car Pack,4,143.73,0.06,Credit Card,Pending,Same-Day,540.42,65.76,474.66,2024
ORD101701,2024-08-06,CUST1296,Alexander Torres,East,Bristol,Dairy,Whom Set,1,30.09,0.03,Cash,Completed,Express,29.19,5.22,23.97,2024
ORD104324,2024-08-06,CUST1676,Tiffany Clark,North,Newcastle,Dairy,Training Box,2,39.45,0.19,Credit Card,Cancelled,Standard,63.91,14.33,49.58,2024
ORD102481,2024-08-06,CUST1642,Victor Smith,North,Manchester,Household,Hundred Pack,1,88.0,0.24,Online Payment,Completed,Same-Day,66.88,4.38,62.5,2024
ORD101359,2024-08-06,CUST1529,Billy Armstrong,East,London,Snacks,Check Bottle,7,131.73,0.23,Online Payment,Completed,Express,710.02,88.76,621.26,2024
ORD100643,2024-08-07,CUST1170,Robert Stokes,West,Bristol,Snacks,Suddenly Bottle,4,29.95,0.13,Mobile Payment,Pending,Same-Day,104.23,20.6,83.63,2024
ORD100332,2024-08-07,CUST1185,Amanda Hester,South,Bristol,Beverages,While Pack,5,76.65,0.15,Credit Card,Pending,Same-Day,325.76,79.22,246.54,2024
ORD104740,2024-08-07,CUST1485,Kathy Sullivan,West,Bristol,Frozen Foods,Floor Box,7,13.04,0.04,Online Payment,Completed,Express,87.63,11.77,75.86,2024
ORD102847,2024-08-07,CUST1187,Sonya Ramirez,East,Newcastle,Household,Rest Set,6,63.19,0.1,Cash,Pending,Same-Day,341.23,63.23,278.0,2024
ORD102845,2024-08-07,CUST1150,Taylor Dunn,South,Newcastle,Bakery,Account Bottle,6,134.34,0.2,Cash,Cancelled,Express,644.83,124.09,520.74,2024
ORD100698,2024-08-07,CUST1269,Steven Johnson,North,Glasgow,Snacks,Which Box,1,87.98,0.21,Online Payment,Pending,Standard,69.5,7.0,62.5,2024
ORD100968,2024-08-07,CUST1360,Michael Vega,North,Birmingham,Dairy,Run Bottle,8,15.0,0.25,Credit Card,Cancelled,Same-Day,90.0,10.55,79.45,2024
ORD101917,2024-08-07,CUST1848,David Delgado,West,Newcastle,Dairy,Option Set,1,18.18,0.2,Online Payment,Completed,Standard,14.54,1.04,13.5,2024
ORD100469,2024-08-07,CUST1029,Samuel Wong,South,Bristol,Produce,Pattern Bag,2,93.51,0.24,Online Payment,Pending,Express,142.14,21.11,121.03,2024
ORD100706,2024-08-07,CUST1713,Sarah Rodriguez,North,London,Produce,Believe Bag,4,104.91,0.11,Online Payment,Pending,Express,373.48,36.4,337.08,2024
ORD102995,2024-08-07,CUST1685,Wesley Washington,West,Newcastle,Beverages,Of Bottle,8,42.72,0.22,Online Payment,Cancelled,Standard,266.57,14.39,252.18,2024
ORD102576,2024-08-07,CUST1673,Eric Valdez,North,Leeds,Produce,Feeling Bag,7,65.03,0.05,Cash,Cancelled,Express,432.45,98.93,333.52,2024
ORD100208,2024-08-07,CUST1886,Lisa Jones,South,Glasgow,Beverages,Attention Bag,6,107.62,0.18,Online Payment,Cancelled,Standard,529.49,28.18,501.31,2024
ORD104681,2024-08-07,CUST1046,Joshua Mckinney DDS,West,Sheffield,Frozen Foods,Soldier Bottle,8,94.29,0.0,Cash,Completed,Express,754.32,39.56,714.76,2024
ORD102084,2024-08-07,CUST1447,Ashley Lopez,West,Sheffield,Bakery,Man Box,3,95.63,0.18,Cash,Cancelled,Standard,235.25,29.68,205.57,2024
ORD102206,2024-08-07,CUST1533,Terry Welch,North,Liverpool,Beverages,Eat Bag,7,98.38,0.18,Credit Card,Completed,Express,564.7,105.59,459.11,2024
ORD102514,2024-08-08,CUST1335,Renee Fletcher,North,Sheffield,Frozen Foods,Man Bag,2,43.44,0.12,Credit Card,Pending,Standard,76.45,6.38,70.07,2024
ORD104695,2024-08-08,CUST1673,Michaela Tran,West,Liverpool,Dairy,Traditional Bag,2,65.52,0.03,Online Payment,Pending,Standard,127.11,26.64,100.47,2024
ORD104073,2024-08-08,CUST1483,Scott Hoffman,North,Newcastle,Snacks,Career Bottle,7,15.33,0.09,Credit Card,Completed,Express,97.65,9.31,88.34,2024
ORD102735,2024-08-08,CUST1381,Justin Perez,East,London,Produce,Make Set,6,40.13,0.17,Cash,Pending,Same-Day,199.85,47.69,152.16,2024
ORD102135,2024-08-08,CUST1881,Ashley Murray,North,Sheffield,Bakery,Receive Bag,3,73.22,0.22,Mobile Payment,Cancelled,Standard,171.33,9.64,161.69,2024
ORD100596,2024-08-08,CUST1397,Steven Cruz,South,Birmingham,Produce,Available Pack,3,23.2,0.22,Cash,Cancelled,Same-Day,54.29,9.98,44.31,2024
ORD104098,2024-08-08,CUST1114,Luis Dennis DDS,East,Birmingham,Beverages,As Pack,3,137.37,0.15,Online Payment,Completed,Express,350.29,22.46,327.83,2024
ORD104692,2024-08-08,CUST1667,Christopher Bates,North,Newcastle,Snacks,Rest Bottle,9,18.71,0.2,Online Payment,Cancelled,Express,134.71,9.25,125.46,2024
ORD102462,2024-08-08,CUST1537,Miguel Schmidt,South,Sheffield,Snacks,Player Bottle,5,33.46,0.06,Cash,Cancelled,Same-Day,157.26,37.16,120.1,2024
ORD103640,2024-08-08,CUST1494,Rodney Gordon,West,Glasgow,Snacks,Staff Box,8,89.28,0.18,Cash,Cancelled,Standard,585.68,140.97,444.71,2024
ORD101887,2024-08-08,CUST1611,Steven Ramos,West,Liverpool,Dairy,Focus Set,4,103.82,0.12,Mobile Payment,Cancelled,Standard,365.45,40.74,324.71,2024
ORD100777,2024-08-09,CUST1826,Russell Rogers,North,Liverpool,Snacks,Every Bag,4,148.99,0.15,Credit Card,Pending,Express,506.57,34.93,471.64,2024
ORD101236,2024-08-09,CUST1115,Jacob Green,West,Glasgow,Household,Turn Box,2,76.24,0.03,Cash,Completed,Standard,147.91,35.71,112.2,2024
ORD104977,2024-08-09,CUST1232,Karen Swanson,South,Birmingham,Snacks,Around Set,3,142.06,0.02,Online Payment,Completed,Express,417.66,21.51,396.15,2024
ORD103838,2024-08-09,CUST1160,Rita Thompson,East,Liverpool,Snacks,Radio Bottle,3,75.59,0.08,Credit Card,Completed,Same-Day,208.63,13.05,195.58,2024
ORD100144,2024-08-09,CUST1607,Michael Harding,East,Bristol,Produce,Order Pack,8,90.83,0.05,Mobile Payment,Completed,Standard,690.31,97.05,593.26,2024
ORD104781,2024-08-09,CUST1792,Madison Cochran,South,Manchester,Dairy,Last Bag,5,40.76,0.03,Online Payment,Pending,Express,197.69,27.69,170.0,2024
ORD101303,2024-08-09,CUST1741,Daniel Nelson,South,Bristol,Snacks,Increase Bottle,4,149.7,0.18,Cash,Completed,Same-Day,491.02,39.02,452.0,2024
ORD103574,2024-08-09,CUST1153,Benjamin Yang,West,Manchester,Frozen Foods,Hold Box,3,30.5,0.24,Cash,Completed,Same-Day,69.54,3.91,65.63,2024
ORD101781,2024-08-09,CUST1208,Natalie Burns,East,Manchester,Frozen Foods,Chance Pack,5,17.92,0.08,Cash,Completed,Express,82.43,15.28,67.15,2024
ORD101694,2024-08-09,CUST1628,Mr. Carlos Walker,North,Manchester,Bakery,Surface Pack,4,127.85,0.25,Online Payment,Completed,Standard,383.55,80.1,303.45,2024
ORD100481,2024-08-09,CUST1605,William Rodriguez,East,Newcastle,Bakery,Growth Set,2,142.46,0.05,Credit Card,Completed,Standard,270.67,13.94,256.73,2024
ORD103939,2024-08-09,CUST1073,Alexander Vance,South,Glasgow,Frozen Foods,Everything Set,3,121.38,0.11,Credit Card,Completed,Standard,324.08,44.68,279.4,2024
ORD102624,2024-08-09,CUST1888,Joshua Brooks,East,Newcastle,Frozen Foods,Pattern Bag,7,106.6,0.14,Online Payment,Completed,Same-Day,641.73,112.04,529.69,2024
ORD103156,2024-08-09,CUST1788,Jeff Collier,East,Glasgow,Beverages,Mother Bag,6,13.5,0.06,Credit Card,Pending,Standard,76.14,17.96,58.18,2024
ORD104761,2024-08-09,CUST1774,Nicholas Munoz,West,Sheffield,Beverages,His Bag,4,140.42,0.13,Cash,Pending,Standard,488.66,86.26,402.4,2024
ORD104928,2024-08-09,CUST1216,Joseph Garcia,East,Glasgow,Household,Finally Set,9,40.91,0.19,Mobile Payment,Cancelled,Standard,298.23,62.82,235.41,2024
ORD100965,2024-08-10,CUST1807,Ms. Rhonda Jordan DDS,East,Leeds,Household,Knowledge Box,7,135.8,0.04,Cash,Cancelled,Standard,912.58,93.82,818.76,2024
ORD104971,2024-08-10,CUST1873,David Delacruz,West,Manchester,Dairy,Everything Set,2,127.87,0.2,Online Payment,Completed,Standard,204.59,25.01,179.58,2024
ORD101681,2024-08-10,CUST1824,William Daniel,South,Liverpool,Household,Society Set,8,95.68,0.17,Cash,Completed,Same-Day,635.32,129.9,505.42,2024
ORD100355,2024-08-10,CUST1286,David Ortega,South,Leeds,Frozen Foods,Truth Set,8,136.81,0.19,Mobile Payment,Completed,Same-Day,886.53,115.67,770.86,2024
ORD100591,2024-08-10,CUST1799,Megan Smith,West,Newcastle,Produce,Perform Bag,5,88.05,0.11,Cash,Cancelled,Standard,391.82,91.94,299.88,2024
ORD101278,2024-08-10,CUST1617,Carolyn Thomas,West,Newcastle,Bakery,Owner Box,3,112.67,0.13,Online Payment,Cancelled,Same-Day,294.07,23.93,270.14,2024
ORD100575,2024-08-10,CUST1336,Javier Johnson,South,Sheffield,Beverages,Window Bottle,9,82.24,0.07,Mobile Payment,Pending,Same-Day,688.35,102.28,586.07,2024
ORD102578,2024-08-10,CUST1508,Jessica Jones,East,Birmingham,Beverages,Center Bottle,3,7.25,0.01,Online Payment,Completed,Same-Day,21.53,2.54,18.99,2024
ORD102038,2024-08-10,CUST1888,John Alexander,West,Sheffield,Produce,Organization Box,1,93.43,0.08,Credit Card,Pending,Express,85.96,5.38,80.58,2024
ORD100491,2024-08-10,CUST1563,Ian Kennedy,North,Manchester,Household,Next Box,9,19.34,0.04,Mobile Payment,Pending,Same-Day,167.1,22.17,144.93,2024
ORD103356,2024-08-10,CUST1313,Lynn Carpenter,West,Sheffield,Snacks,After Bag,9,54.56,0.08,Online Payment,Cancelled,Express,451.76,35.25,416.51,2024
ORD101472,2024-08-10,CUST1517,James Smith,South,Glasgow,Dairy,Bed Set,8,44.0,0.18,Mobile Payment,Pending,Standard,288.64,58.87,229.77,2024
ORD103020,2024-08-10,CUST1810,Katherine Mueller,South,Bristol,Dairy,Voice Bag,3,89.24,0.25,Cash,Completed,Standard,200.79,19.41,181.38,2024
ORD103938,2024-08-10,CUST1031,Christopher Sosa,North,Manchester,Household,Employee Pack,2,82.58,0.16,Mobile Payment,Cancelled,Standard,138.73,23.59,115.14,2024
ORD101852,2024-08-10,CUST1012,Stephanie Gardner,North,Newcastle,Produce,Feel Pack,8,20.59,0.16,Credit Card,Pending,Express,138.36,12.17,126.19,2024
ORD102708,2024-08-10,CUST1134,Daniel Travis,North,Leeds,Beverages,Stay Bottle,2,125.17,0.17,Mobile Payment,Cancelled,Express,207.78,44.47,163.31,2024
ORD103444,2024-08-11,CUST1580,Andrea Waller,South,Manchester,Produce,Agency Bottle,3,42.07,0.03,Mobile Payment,Completed,Express,122.42,8.41,114.01,2024
ORD100726,2024-08-11,CUST1313,James Grant,West,Newcastle,Frozen Foods,Else Bottle,3,142.81,0.16,Online Payment,Pending,Same-Day,359.88,63.17,296.71,2024
ORD101317,2024-08-11,CUST1477,Valerie Pittman,West,Glasgow,Produce,Garden Set,2,12.32,0.23,Online Payment,Cancelled,Same-Day,18.97,2.68,16.29,2024
ORD102685,2024-08-11,CUST1521,Darius Holt,South,Glasgow,Produce,Pay Pack,5,4.27,0.04,Online Payment,Completed,Standard,20.5,1.98,18.52,2024
ORD100551,2024-08-11,CUST1814,Susan May,North,Newcastle,Dairy,Choose Bottle,5,121.97,0.02,Online Payment,Pending,Standard,597.65,148.88,448.77,2024
ORD102639,2024-08-11,CUST1363,Melissa Palmer,North,London,Bakery,Sit Pack,7,6.1,0.21,Mobile Payment,Completed,Same-Day,33.73,6.21,27.52,2024
ORD101217,2024-08-11,CUST1316,Lisa Hancock,West,Glasgow,Produce,Me Bag,9,64.25,0.1,Online Payment,Cancelled,Same-Day,520.43,108.37,412.06,2024
ORD101620,2024-08-11,CUST1126,Randall Brown,North,London,Bakery,Once Bag,5,103.03,0.24,Mobile Payment,Cancelled,Same-Day,391.51,24.42,367.09,2024
ORD103926,2024-08-11,CUST1387,Christian Mayer,North,Manchester,Beverages,Own Bag,5,130.11,0.15,Credit Card,Completed,Standard,552.97,124.08,428.89,2024
ORD104775,2024-08-11,CUST1172,Katie Mccormick,East,Newcastle,Bakery,Compare Bottle,3,140.92,0.1,Credit Card,Pending,Standard,380.48,56.69,323.79,2024
ORD102121,2024-08-11,CUST1058,Russell Armstrong,North,Newcastle,Bakery,Prevent Bag,8,87.65,0.04,Online Payment,Completed,Express,673.15,87.97,585.18,2024
ORD104671,2024-08-11,CUST1261,Gregory Keller,North,Birmingham,Produce,Put Pack,7,9.84,0.13,Cash,Pending,Same-Day,59.93,7.35,52.58,2024
ORD101690,2024-08-11,CUST1342,Jonathan Silva,West,Birmingham,Household,Radio Pack,9,114.28,0.08,Credit Card,Cancelled,Standard,946.24,156.14,790.1,2024
ORD100684,2024-08-11,CUST1453,Matthew Grant,South,London,Snacks,Present Set,4,17.32,0.1,Online Payment,Pending,Same-Day,62.35,5.07,57.28,2024
ORD101673,2024-08-11,CUST1431,Arthur Gross,East,Glasgow,Snacks,Maybe Box,4,29.12,0.08,Online Payment,Pending,Standard,107.16,14.48,92.68,2024
ORD100211,2024-08-11,CUST1721,James Robinson,West,Sheffield,Produce,Back Box,6,52.21,0.25,Online Payment,Cancelled,Same-Day,234.94,12.81,222.13,2024
ORD103842,2024-08-11,CUST1001,Justin Davis,South,Leeds,Frozen Foods,Computer Box,9,27.13,0.03,Online Payment,Pending,Standard,236.84,20.99,215.85,2024
ORD103317,2024-08-12,CUST1677,Ashley Smith DDS,East,Glasgow,Produce,Picture Set,9,122.65,0.07,Credit Card,Completed,Standard,1026.58,210.87,815.71,2024
ORD103861,2024-08-12,CUST1438,Robert Martinez,South,Liverpool,Snacks,Stage Bottle,1,114.38,0.06,Cash,Pending,Same-Day,107.52,11.51,96.01,2024
ORD103104,2024-08-12,CUST1742,Lisa Hurley,West,London,Household,Daughter Set,6,26.29,0.23,Mobile Payment,Pending,Express,121.46,25.04,96.42,2024
ORD103543,2024-08-12,CUST1667,Carolyn Graves,North,Manchester,Beverages,Radio Bag,7,77.94,0.23,Mobile Payment,Pending,Standard,420.1,40.35,379.75,2024
ORD100212,2024-08-12,CUST1510,Bruce Gray,North,Glasgow,Snacks,Industry Bag,8,116.23,0.04,Mobile Payment,Pending,Express,892.65,110.69,781.96,2024
ORD100185,2024-08-12,CUST1336,Ashlee Cox,East,Bristol,Bakery,Recently Box,8,18.18,0.02,Online Payment,Pending,Same-Day,142.53,17.46,125.07,2024
ORD100174,2024-08-12,CUST1486,Timothy Herrera,East,Leeds,Beverages,Hundred Box,7,129.03,0.12,Mobile Payment,Pending,Standard,794.82,106.1,688.72,2024
ORD104422,2024-08-12,CUST1089,Samuel Hopkins,East,Liverpool,Produce,They Bag,8,26.32,0.21,Mobile Payment,Cancelled,Same-Day,166.34,14.75,151.59,2024
ORD101829,2024-08-12,CUST1571,Laura Stewart,North,London,Bakery,Wind Box,6,109.97,0.24,Cash,Completed,Same-Day,501.46,47.88,453.58,2024
ORD101943,2024-08-12,CUST1111,Aaron Brown,South,Leeds,Bakery,Reduce Bottle,4,76.35,0.01,Cash,Completed,Express,302.35,20.44,281.91,2024
ORD100988,2024-08-12,CUST1321,Luke Bass,North,Glasgow,Snacks,Charge Bag,8,50.23,0.24,Credit Card,Completed,Standard,305.4,18.8,286.6,2024
ORD101069,2024-08-12,CUST1710,Keith Tyler,West,Leeds,Frozen Foods,Thousand Bag,1,134.88,0.2,Credit Card,Cancelled,Standard,107.9,15.01,92.89,2024
ORD101544,2024-08-13,CUST1178,Marie Christian,West,Glasgow,Bakery,Major Bottle,9,55.2,0.1,Mobile Payment,Completed,Standard,447.12,52.86,394.26,2024
ORD102605,2024-08-13,CUST1068,Kimberly Preston,West,Leeds,Household,Enjoy Set,9,62.37,0.14,Credit Card,Completed,Standard,482.74,33.3,449.44,2024
ORD101559,2024-08-13,CUST1791,Maurice Vaughn,West,Manchester,Beverages,Mother Box,1,85.99,0.15,Cash,Cancelled,Express,73.09,13.19,59.9,2024
ORD103871,2024-08-13,CUST1727,Michael Dougherty,South,Sheffield,Beverages,Enough Box,5,49.35,0.09,Mobile Payment,Pending,Same-Day,224.54,47.78,176.76,2024
ORD100791,2024-08-13,CUST1016,Mark Price,South,Newcastle,Bakery,Station Box,7,64.86,0.13,Mobile Payment,Pending,Standard,395.0,66.43,328.57,2024
ORD101725,2024-08-13,CUST1000,Dr. Tracy Weber,South,Sheffield,Bakery,Across Pack,8,78.19,0.02,Mobile Payment,Completed,Express,613.01,115.12,497.89,2024
ORD102349,2024-08-13,CUST1735,Steven Love,North,Birmingham,Household,Building Bottle,9,110.53,0.08,Online Payment,Pending,Express,915.19,187.64,727.55,2024
ORD103924,2024-08-13,CUST1593,Miguel Knox,South,London,Dairy,Phone Pack,7,13.96,0.15,Cash,Cancelled,Same-Day,83.06,8.21,74.85,2024
ORD101304,2024-08-13,CUST1819,Richard Burns,East,Glasgow,Beverages,Over Set,7,78.84,0.09,Cash,Pending,Standard,502.21,38.96,463.25,2024
ORD101598,2024-08-13,CUST1725,Amanda Hart,West,Liverpool,Frozen Foods,Also Bag,2,12.68,0.14,Cash,Pending,Express,21.81,2.72,19.09,2024
ORD101605,2024-08-13,CUST1438,Cynthia Kline,North,London,Bakery,Employee Bottle,9,143.07,0.21,Online Payment,Completed,Standard,1017.23,217.17,800.06,2024
ORD100940,2024-08-13,CUST1170,Regina Bates,North,Bristol,Frozen Foods,Month Set,8,73.08,0.06,Cash,Pending,Express,549.56,71.39,478.17,2024
ORD103043,2024-08-13,CUST1816,Lisa Williams,East,Glasgow,Dairy,Marriage Bottle,2,22.97,0.1,Credit Card,Pending,Same-Day,41.35,4.28,37.07,2024
ORD100318,2024-08-13,CUST1176,Sandra Lewis,North,Manchester,Beverages,Scientist Box,3,81.69,0.12,Online Payment,Pending,Express,215.66,51.32,164.34,2024
ORD102237,2024-08-13,CUST1819,Henry Smith,North,Bristol,Household,Effect Set,9,132.97,0.07,Mobile Payment,Pending,Express,1112.96,87.9,1025.06,2024
ORD100543,2024-08-14,CUST1059,Katie Lee,East,Sheffield,Beverages,Age Pack,4,18.38,0.01,Credit Card,Completed,Same-Day,72.78,6.23,66.55,2024
ORD100124,2024-08-14,CUST1071,Christopher Goodwin,West,London,Produce,Feel Set,1,133.74,0.23,Mobile Payment,Pending,Same-Day,102.98,6.08,96.9,2024
ORD100286,2024-08-14,CUST1492,Thomas Webb,East,Bristol,Household,Mr Bag,5,91.95,0.05,Mobile Payment,Cancelled,Standard,436.76,31.27,405.49,2024
ORD103790,2024-08-14,CUST1104,Amanda Camacho,East,Birmingham,Beverages,When Bag,6,15.28,0.22,Online Payment,Pending,Standard,71.51,15.18,56.33,2024
ORD103154,2024-08-14,CUST1516,Charles Santiago,South,Newcastle,Snacks,Final Set,4,116.68,0.15,Online Payment,Completed,Standard,396.71,46.34,350.37,2024
ORD100670,2024-08-14,CUST1446,Aaron Barnes,North,Birmingham,Beverages,Everything Set,5,58.56,0.14,Mobile Payment,Cancelled,Express,251.81,38.23,213.58,2024
ORD103755,2024-08-14,CUST1128,Ashley Cook,East,Bristol,Bakery,Law Bag,9,88.99,0.12,Mobile Payment,Cancelled,Same-Day,704.8,144.9,559.9,2024
ORD101388,2024-08-14,CUST1629,Michele Norman,West,Bristol,Bakery,Address Box,9,70.43,0.1,Cash,Completed,Standard,570.48,72.93,497.55,2024
ORD101505,2024-08-14,CUST1789,David Rodriguez,South,Sheffield,Snacks,City Bottle,3,30.83,0.12,Mobile Payment,Pending,Standard,81.39,13.67,67.72,2024
ORD103092,2024-08-14,CUST1889,Mr. Brian Martinez,North,Manchester,Beverages,Road Pack,8,116.15,0.1,Credit Card,Pending,Express,836.28,77.02,759.26,2024
ORD101496,2024-08-14,CUST1827,Timothy Castillo,South,Birmingham,Household,Best Set,5,66.87,0.13,Mobile Payment,Cancelled,Express,290.88,29.31,261.57,2024
ORD102963,2024-08-14,CUST1572,Alyssa Brandt,East,Leeds,Frozen Foods,Why Bottle,4,110.74,0.14,Cash,Completed,Express,380.95,40.09,340.86,2024
ORD102719,2024-08-14,CUST1374,Brandon Zamora,West,Newcastle,Beverages,Until Set,8,131.23,0.11,Cash,Pending,Standard,934.36,208.38,725.98,2024
ORD103033,2024-08-14,CUST1477,Adam Cannon,East,Sheffield,Household,Half Set,8,74.12,0.12,Cash,Completed,Express,521.8,47.87,473.93,2024
ORD102512,2024-08-14,CUST1133,Angela Burch,West,Leeds,Household,Book Pack,3,13.38,0.17,Cash,Pending,Express,33.32,2.43,30.89,2024
ORD101402,2024-08-14,CUST1769,Jeffery Moody,West,Sheffield,Frozen Foods,Peace Bag,3,146.66,0.14,Mobile Payment,Cancelled,Same-Day,378.38,26.03,352.35,2024
ORD100904,2024-08-14,CUST1315,Holly Brown,East,Bristol,Frozen Foods,Pass Bag,2,41.6,0.02,Mobile Payment,Cancelled,Express,81.54,4.65,76.89,2024
ORD101717,2024-08-14,CUST1145,Louis Miller,West,Sheffield,Frozen Foods,Statement Bag,8,18.37,0.24,Credit Card,Completed,Standard,111.69,14.88,96.81,2024
ORD101583,2024-08-14,CUST1714,Rebecca Page,South,London,Frozen Foods,Lose Bottle,2,54.9,0.01,Online Payment,Completed,Same-Day,108.7,17.36,91.34,2024
ORD101786,2024-08-15,CUST1819,Adam Nelson,North,Manchester,Dairy,Word Pack,1,24.61,0.18,Cash,Pending,Standard,20.18,2.16,18.02,2024
ORD100701,2024-08-15,CUST1112,Steven Adkins,East,Liverpool,Frozen Foods,Kitchen Bottle,2,89.6,0.13,Credit Card,Completed,Standard,155.9,19.02,136.88,2024
ORD102859,2024-08-15,CUST1365,Ronald Robinson,North,Bristol,Household,Option Box,7,91.59,0.02,Mobile Payment,Pending,Express,628.31,35.08,593.23,2024
ORD104026,2024-08-15,CUST1674,Kathy Hall,West,Glasgow,Produce,Live Pack,6,144.71,0.19,Cash,Completed,Express,703.29,164.2,539.09,2024
ORD104160,2024-08-15,CUST1368,David Townsend MD,East,Leeds,Beverages,Bill Bag,9,26.95,0.13,Online Payment,Completed,Express,211.02,10.61,200.41,2024
ORD101101,2024-08-15,CUST1250,Mason Martinez,West,Liverpool,Frozen Foods,Political Box,1,96.41,0.08,Credit Card,Completed,Same-Day,88.7,8.52,80.18,2024
ORD100927,2024-08-15,CUST1558,Shane Smith,South,Sheffield,Frozen Foods,Start Bag,8,10.41,0.01,Cash,Completed,Standard,82.45,16.88,65.57,2024
ORD102562,2024-08-15,CUST1595,Kathy Hale,North,Manchester,Beverages,Month Bottle,7,50.13,0.05,Mobile Payment,Cancelled,Express,333.36,65.56,267.8,2024
ORD103855,2024-08-15,CUST1055,Lisa Clark,South,Leeds,Bakery,Detail Set,1,15.03,0.2,Online Payment,Pending,Express,12.02,2.4,9.62,2024
ORD102143,2024-08-15,CUST1693,Jacqueline Jones,North,Liverpool,Bakery,Story Pack,1,6.43,0.05,Cash,Completed,Standard,6.11,0.58,5.53,2024
ORD103520,2024-08-15,CUST1785,Sandra Hunt,North,Manchester,Snacks,Special Pack,6,148.83,0.08,Credit Card,Completed,Same-Day,821.54,61.56,759.98,2024
ORD101928,2024-08-15,CUST1074,Dr. Amanda Clayton,South,Leeds,Beverages,Result Bottle,5,140.71,0.08,Mobile Payment,Pending,Express,647.27,32.63,614.64,2024
ORD103820,2024-08-15,CUST1298,Holly Jacobson,North,Liverpool,Produce,Man Bottle,1,100.05,0.03,Mobile Payment,Completed,Express,97.05,5.05,92.0,2024
ORD102765,2024-08-15,CUST1454,Michael Gray,East,London,Dairy,Nearly Pack,6,116.71,0.24,Mobile Payment,Completed,Express,532.2,66.77,465.43,2024
